sample_index,time_monotonic_ns,elapsed_s,end_reason,observed_frame_id,observed_timestamp_ns,observed_valid,observed_reason,observed_depth_m,observed_slant_range_m,observed_dx_norm,observed_dy_norm,observed_vx_m_s,observed_vy_m_s,control_frame_id,control_estimate_age_s,control_depth_m,control_slant_range_m,control_dx_norm,control_dy_norm,control_dx_deadbanded,control_dy_deadbanded,control_vx_m_s,control_vy_m_s,phase,result_valid,result_reason,exit_requested,completion_latched,pitch_command_deg,yaw_rate_dps,drone_vertical_speed_m_s,drone_vertical_speed_age_s,drone_vertical_speed_valid,throttle_visual_correction_rc,throttle_damping_correction_rc,throttle_correction_rc,ch1_roll,ch2_pitch,ch3_throttle,ch4_yaw,ch5_arm,ch6_angle,ch7_aux3,ch8_aux4,trk_pitch_deg,trk_pitch_rate_deg_s,trk_yaw_kp,trk_yaw_max_dps,trk_throttle_kp,trk_vertical_speed_kd,trk_throttle_max_rc,trk_deadband,trk_timeout_s,trk_lock_frames,trk_commit_depth_m,trk_commit_s,bf_angle_limit_deg,hover_baseline_rc,bf_yaw_rate_dps
806,332508486847105,16.12000065500615,commit_complete,228233,11696308297282,True,,2.245862884160757,2.3192340513837753,0.1,-0.31666666666666665,4.864682753597803,-1.1553621539794783,228233,0.003223888052161783,2.245862884160757,2.3192340513837753,0.1,-0.31666666666666665,0.07,-0.2866666666666666,4.864682753597803,-1.1553621539794783,tracking,True,,False,False,-5.144855430728441,1.05,-0.67,0.018945843039546162,True,-28.666666666666664,13.4,-15.266666666666664,1500,1543,1647,1508,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
807,332508506851105,16.14000465499703,commit_complete,228233,11696308297282,True,,2.245862884160757,2.3192340513837753,0.1,-0.31666666666666665,4.864682753597803,-1.1553621539794783,228233,0.023227888043038547,2.245862884160757,2.3192340513837753,0.1,-0.31666666666666665,0.07,-0.2866666666666666,4.864682753597803,-1.1553621539794783,tracking,True,,False,False,-5.144855430728441,1.05,-0.67,0.038949843030422926,True,-28.666666666666664,13.4,-15.266666666666664,1500,1543,1647,1508,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
808,332508526864510,16.160018059948925,commit_complete,228234,11696341405085,True,,2.207001522070015,2.2810354575340677,0.1015625,-0.32083333333333336,4.861246187897626,-1.1697373639628663,228234,0.009759902954101562,2.207001522070015,2.2810354575340677,0.1015625,-0.32083333333333336,0.0715625,-0.2908333333333334,4.861246187897626,-1.1697373639628663,tracking,True,,False,False,-5.132789063101715,1.0734375,-0.67,0.058963247982319444,True,-29.08333333333334,13.4,-15.683333333333339,1500,1543,1647,1508,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
809,332508546852272,16.180005821981467,commit_complete,228234,11696341405085,True,,2.207001522070015,2.2810354575340677,0.1015625,-0.32083333333333336,4.861246187897626,-1.1697373639628663,228234,0.02974766498664394,2.207001522070015,2.2810354575340677,0.1015625,-0.32083333333333336,0.0715625,-0.2908333333333334,4.861246187897626,-1.1697373639628663,tracking,True,,False,False,-5.132789063101715,1.0734375,-0.67,0.07895101001486182,True,-29.08333333333334,13.4,-15.683333333333339,1500,1543,1647,1508,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
810,332508566832689,16.199986238963902,commit_complete,228235,11696374549797,True,,2.1625570776255705,2.237017475159832,0.103125,-0.325,4.8577721157028355,-1.1840819532025662,228235,0.016311552957631648,2.1625570776255705,2.237017475159832,0.103125,-0.325,0.073125,-0.29500000000000004,4.8577721157028355,-1.1840819532025662,tracking,True,,False,False,-5.119752782528275,1.0968749999999998,-0.67,0.09893142699729651,True,-29.500000000000004,13.4,-16.1,1500,1543,1647,1508,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
811,332508586834053,16.219987602962647,commit_complete,228236,11696407236075,True,,2.126457082303073,2.2023779382990787,0.1046875,-0.33125,4.852491255866911,-1.2055407963794356,228236,0.0028370929649099708,2.126457082303073,2.2023779382990787,0.1046875,-0.33125,0.0746875,-0.30125,4.852491255866911,-1.2055407963794356,tracking,True,,False,False,-5.109755552904103,1.1203125,-0.67,0.11893279099604115,True,-30.125,13.4,-16.725,1500,1543,1646,1508,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
812,332508606862345,16.240015894989483,commit_complete,228236,11696407236075,True,,2.126457082303073,2.2023779382990787,0.1046875,-0.33125,4.852491255866911,-1.2055407963794356,228236,0.022865384991746396,2.126457082303073,2.2023779382990787,0.1046875,-0.33125,0.0746875,-0.30125,4.852491255866911,-1.2055407963794356,tracking,True,,False,False,-5.109755552904103,1.1203125,-0.67,0.13896108302287757,True,-30.125,13.4,-16.725,1500,1543,1646,1508,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
813,332508626877289,16.260030838951934,commit_complete,228237,11696440354983,True,,2.0782726045883937,2.1551610032647814,0.10625,-0.3375,4.847127486763288,-1.2269291450869573,228237,0.009453566977754235,2.0782726045883937,2.1551610032647814,0.10625,-0.3375,0.07625,-0.3075,4.847127486763288,-1.2269291450869573,tracking,True,,False,False,-5.097224431564746,1.14375,-0.67,0.15897602698532864,True,-30.75,13.4,-17.35,1500,1542,1645,1509,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
814,332508646856606,16.2800101559842,commit_complete,228237,11696440354983,True,,2.0782726045883937,2.1551610032647814,0.10625,-0.3375,4.847127486763288,-1.2269291450869573,228237,0.029432884010020643,2.0782726045883937,2.1551610032647814,0.10625,-0.3375,0.07625,-0.3075,4.847127486763288,-1.2269291450869573,tracking,True,,False,False,-5.097224431564746,1.14375,-0.67,0.17895534401759505,True,-30.75,13.4,-17.35,1500,1542,1645,1509,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
815,332508666832560,16.299986109952442,commit_complete,228238,11696473505446,True,,2.0385473726922294,2.116980335783406,0.109375,-0.34375,4.841681707881093,-1.2482460653130942,228238,0.015926474996376783,2.0385473726922294,2.116980335783406,0.109375,-0.34375,0.079375,-0.31375,4.841681707881093,-1.2482460653130942,tracking,True,,False,False,-5.087580003560128,1.190625,-0.56,0.017386783962137997,True,-31.374999999999996,11.200000000000001,-20.174999999999997,1500,1542,1642,1509,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
816,332508686872992,16.32002654200187,commit_complete,228239,11696506212641,True,,2.0003125488357556,2.0799532084103167,0.1109375,-0.35,4.83615482689717,-1.2694906420605072,228239,0.00248410104541108,2.0003125488357556,2.0799532084103167,0.1109375,-0.35,0.0809375,-0.31999999999999995,4.83615482689717,-1.2694906420605072,tracking,True,,False,False,-5.078872280919189,1.2140624999999998,-0.56,0.03742721601156518,True,-31.999999999999996,11.200000000000001,-20.799999999999997,1500,1542,1642,1509,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
817,332508706829029,16.33998257899657,commit_complete,228239,11696506212641,True,,2.0003125488357556,2.0799532084103167,0.1109375,-0.35,4.83615482689717,-1.2694906420605072,228239,0.02244013804011047,2.0003125488357556,2.0799532084103167,0.1109375,-0.35,0.0809375,-0.31999999999999995,4.83615482689717,-1.2694906420605072,tracking,True,,False,False,-5.078872280919189,1.2140624999999998,-0.56,0.05738325300626457,True,-31.999999999999996,11.200000000000001,-20.799999999999997,1500,1542,1642,1509,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
818,332508726872409,16.360025958972983,commit_complete,228240,11696539853371,True,,1.957351290684624,2.0371625622589993,0.1125,-0.3541666666666667,4.8324256346324805,-1.283613059199253,228240,0.009056209004484117,1.957351290684624,2.0371625622589993,0.1125,-0.3541666666666667,0.0825,-0.3241666666666667,4.8324256346324805,-1.283613059199253,tracking,True,,False,False,-5.069747271479494,1.2375,-0.56,0.07742663298267871,True,-32.41666666666667,11.200000000000001,-21.21666666666667,1500,1542,1641,1509,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
819,332508746862893,16.380016442970373,commit_complete,228240,11696539853371,True,,1.957351290684624,2.0371625622589993,0.1125,-0.3541666666666667,4.8324256346324805,-1.283613059199253,228240,0.02904669300187379,1.957351290684624,2.0371625622589993,0.1125,-0.3541666666666667,0.0825,-0.3241666666666667,4.8324256346324805,-1.283613059199253,tracking,True,,False,False,-5.069747271479494,1.2375,-0.56,0.09741711698006839,True,-32.41666666666667,11.200000000000001,-21.21666666666667,1500,1542,1641,1509,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
820,332508766845171,16.399998720968142,commit_complete,228241,11696572447908,True,,1.922077922077922,2.0034267192862565,0.115625,-0.36041666666666666,4.826765621571737,-1.3047350820811099,228241,0.015620362013578415,1.922077922077922,2.0034267192862565,0.115625,-0.36041666666666666,0.085625,-0.3304166666666667,4.826765621571737,-1.3047350820811099,tracking,True,,False,False,-5.06276556776633,1.284375,-0.56,0.1173993949778378,True,-33.04166666666667,11.200000000000001,-21.84166666666667,1500,1542,1641,1510,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
821,332508786856670,16.42001021996839,commit_complete,228242,11696605394035,True,,1.8826135105204873,1.9641542117192379,0.1171875,-0.3645833333333333,4.822948530600393,-1.318774988836045,228242,0.002111753972712904,1.8826135105204873,1.9641542117192379,0.1171875,-0.3645833333333333,0.0871875,-0.33458333333333334,4.822948530600393,-1.318774988836045,tracking,True,,False,False,-5.055487168834505,1.3078125,-0.56,0.13741089397808537,True,-33.458333333333336,11.200000000000001,-22.258333333333333,1500,1542,1640,1510,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
822,332508806878571,16.44003212096868,commit_complete,228242,11696605394035,True,,1.8826135105204873,1.9641542117192379,0.1171875,-0.3645833333333333,4.822948530600393,-1.318774988836045,228242,0.022133654973004013,1.8826135105204873,1.9641542117192379,0.1171875,-0.3645833333333333,0.0871875,-0.33458333333333334,4.822948530600393,-1.318774988836045,tracking,True,,False,False,-5.055487168834505,1.3078125,-0.49,0.01900465798098594,True,-33.458333333333336,9.8,-23.658333333333335,1500,1542,1639,1510,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
823,332508826851319,16.460004868975375,commit_complete,228243,11696638816634,True,,1.8445182724252491,1.9265831454505815,0.1203125,-0.36875,4.819096762935554,-1.3327814484993643,228243,0.008629256975837052,1.8445182724252491,1.9265831454505815,0.1203125,-0.36875,0.0903125,-0.33875,4.819096762935554,-1.3327814484993643,tracking,True,,False,False,-5.048982184268138,1.3546875,-0.49,0.03897740598767996,True,-33.875,9.8,-24.075,1500,1542,1638,1510,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
824,332508846859479,16.48001302895136,commit_complete,228243,11696638816634,True,,1.8445182724252491,1.9265831454505815,0.1203125,-0.36875,4.819096762935554,-1.3327814484993643,228243,0.02863741695182398,1.8445182724252491,1.9265831454505815,0.1203125,-0.36875,0.0903125,-0.33875,4.819096762935554,-1.3327814484993643,tracking,True,,False,False,-5.048982184268138,1.3546875,-0.49,0.058985565963666886,True,-33.875,9.8,-24.075,1500,1542,1638,1510,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
825,332508866844604,16.499998154002242,commit_complete,228244,11696671286003,True,,1.797809550863239,1.878451727927929,0.1234375,-0.36875,4.819096762935554,-1.332781448499364,228244,0.015197950997389853,1.797809550863239,1.878451727927929,0.1234375,-0.36875,0.0934375,-0.33875,4.819096762935554,-1.332781448499364,tracking,True,,False,False,-5.041684616918007,1.4015625,-0.49,0.0789706910145469,True,-33.875,9.8,-24.075,1500,1542,1638,1510,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
826,332508886866705,16.520020255004056,commit_complete,228245,11696704812262,True,,1.7582948404431966,1.8385506244282654,0.1265625,-0.37083333333333335,4.817157962121083,-1.3397720582149262,228245,0.001776201999746263,1.7582948404431966,1.8385506244282654,0.1265625,-0.37083333333333335,0.0965625,-0.3408333333333333,4.817157962121083,-1.3397720582149262,tracking,True,,False,False,-5.036076092306967,1.4484374999999998,-0.49,0.09899279201636091,True,-34.08333333333333,9.8,-24.283333333333328,1500,1542,1638,1511,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
827,332508906852342,16.540005891991314,commit_complete,228245,11696704812262,True,,1.7582948404431966,1.8385506244282654,0.1265625,-0.37083333333333335,4.817157962121083,-1.3397720582149262,228245,0.021761838987004012,1.7582948404431966,1.8385506244282654,0.1265625,-0.37083333333333335,0.0965625,-0.3408333333333333,4.817157962121083,-1.3397720582149262,tracking,True,,False,False,-5.036076092306967,1.4484374999999998,-0.49,0.11897842900361866,True,-34.08333333333333,9.8,-24.283333333333328,1500,1542,1638,1511,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
828,332508926846788,16.56000033795135,commit_complete,228246,11696737370809,True,,1.7204798381268969,1.8000537168176327,0.128125,-0.3729166666666667,4.815210596424138,-1.346754213687376,228246,0.008317540981806815,1.7204798381268969,1.8000537168176327,0.128125,-0.3729166666666667,0.09812499999999999,-0.34291666666666665,4.815210596424138,-1.346754213687376,tracking,True,,False,False,-5.031177314275506,1.4718749999999998,-0.42,0.008610568998847157,True,-34.291666666666664,8.4,-25.891666666666666,1500,1542,1637,1511,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
829,332508946861709,16.580015258979984,commit_complete,228246,11696737370809,True,,1.7204798381268969,1.8000537168176327,0.128125,-0.3729166666666667,4.815210596424138,-1.346754213687376,228246,0.028332462010439485,1.7204798381268969,1.8000537168176327,0.128125,-0.3729166666666667,0.09812499999999999,-0.34291666666666665,4.815210596424138,-1.346754213687376,tracking,True,,False,False,-5.031177314275506,1.4718749999999998,-0.42,0.028625490027479827,True,-34.291666666666664,8.4,-25.891666666666666,1500,1542,1637,1511,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
830,332508966846142,16.599999691999983,commit_complete,228247,11696771010719,True,,1.6886661097187412,1.7670522633133192,0.1328125,-0.37083333333333335,4.817157962121083,-1.3397720582149262,228247,0.014735787000972778,1.6886661097187412,1.7670522633133192,0.1328125,-0.37083333333333335,0.1028125,-0.3408333333333333,4.817157962121083,-1.3397720582149262,tracking,True,,False,False,-5.027399331049067,1.5421875,-0.42,0.04860992304747924,True,-34.08333333333333,8.4,-25.68333333333333,1500,1542,1637,1512,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
831,332508986858641,16.620012190949637,commit_complete,228248,11696804005493,True,,1.6452550885540576,1.7212729637264983,0.134375,-0.36875,4.819096762935554,-1.3327814484993643,228248,0.0013415789580903947,1.6452550885540576,1.7212729637264983,0.134375,-0.36875,0.104375,-0.33875,4.819096762935554,-1.3327814484993643,tracking,True,,False,False,-5.022731860774807,1.5656249999999998,-0.42,0.06862242199713364,True,-33.875,8.4,-25.475,1500,1542,1637,1512,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
832,332509006853189,16.640006739005912,commit_complete,228248,11696804005493,True,,1.6452550885540576,1.7212729637264983,0.134375,-0.36875,4.819096762935554,-1.3327814484993643,228248,0.021336127014365047,1.6452550885540576,1.7212729637264983,0.134375,-0.36875,0.104375,-0.33875,4.819096762935554,-1.3327814484993643,tracking,True,,False,False,-5.022731860774807,1.5656249999999998,-0.42,0.0886169700534083,True,-33.875,8.4,-25.475,1500,1542,1637,1512,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
833,332509026839642,16.659993192006368,commit_complete,228249,11696836973203,True,,1.6040201005025128,1.6784546186853702,0.1390625,-0.36666666666666664,4.821026964018952,-1.3257824151052118,228249,0.007899720047134906,1.6040201005025128,1.6784546186853702,0.1390625,-0.36666666666666664,0.1090625,-0.33666666666666667,4.821026964018952,-1.3257824151052118,tracking,True,,False,False,-5.018798415821011,1.6359375,-0.42,0.10860342305386439,True,-33.666666666666664,8.4,-25.266666666666666,1500,1542,1637,1512,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
834,332509046857357,16.680010907002725,commit_complete,228249,11696836973203,True,,1.6040201005025128,1.6784546186853702,0.1390625,-0.36666666666666664,4.821026964018952,-1.3257824151052118,228249,0.027917435043491423,1.6040201005025128,1.6784546186853702,0.1390625,-0.36666666666666664,0.1090625,-0.33666666666666667,4.821026964018952,-1.3257824151052118,tracking,True,,False,False,-5.018798415821011,1.6359375,-0.42,0.1286211380502209,True,-33.666666666666664,8.4,-25.266666666666666,1500,1542,1637,1512,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
835,332509066842137,16.69999568699859,commit_complete,228250,11696869761107,True,,1.564801530368245,1.636795341578739,0.1421875,-0.3625,4.824861427988258,-1.3117592007343077,228250,0.014342171023599803,1.564801530368245,1.636795341578739,0.1421875,-0.3625,0.1121875,-0.3325,4.824861427988258,-1.3117592007343077,tracking,True,,False,False,-5.015488037700813,1.6828124999999998,-0.42,0.14860591804608703,True,-33.25,8.4,-24.85,1500,1542,1638,1513,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
836,332509086845456,16.719999005959835,commit_complete,228252,11696935343632,True,,1.5274550011392116,1.598507568954796,0.1515625,-0.35833333333333334,4.828661076822382,-1.297702664396015,228252,0.0008354259771294892,1.5274550011392116,1.598507568954796,0.1515625,-0.35833333333333334,0.12156249999999999,-0.32833333333333337,4.828661076822382,-1.297702664396015,tracking,True,,False,False,-5.012706801338198,1.8234374999999998,-0.43,0.018087781965732574,True,-32.833333333333336,8.6,-24.233333333333334,1500,1542,1638,1514,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
837,332509106831729,16.739985278982203,commit_complete,228252,11696935343632,True,,1.5274550011392116,1.598507568954796,0.1515625,-0.35833333333333334,4.828661076822382,-1.297702664396015,228252,0.02082169899949804,1.5274550011392116,1.598507568954796,0.1515625,-0.35833333333333334,0.12156249999999999,-0.32833333333333337,4.828661076822382,-1.297702664396015,tracking,True,,False,False,-5.012706801338198,1.8234374999999998,-0.43,0.038074054988101125,True,-32.833333333333336,8.6,-24.233333333333334,1500,1542,1638,1514,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
838,332509126845885,16.75999943498755,commit_complete,228253,11696968529072,True,,1.4849267872523686,1.5538399795992974,0.15625,-0.3541666666666667,4.832425634632481,-1.2836130591992527,228253,0.007428236014675349,1.4849267872523686,1.5538399795992974,0.15625,-0.3541666666666667,0.12625,-0.3241666666666667,4.832425634632481,-1.2836130591992527,tracking,True,,False,False,-5.009956500087198,1.89375,-0.43,0.05808821099344641,True,-32.41666666666667,8.6,-23.81666666666667,1500,1542,1639,1514,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
839,332509146857457,16.780011006980203,commit_complete,228253,11696968529072,True,,1.4849267872523686,1.5538399795992974,0.15625,-0.3541666666666667,4.832425634632481,-1.2836130591992527,228253,0.027439808007329702,1.4849267872523686,1.5538399795992974,0.15625,-0.3541666666666667,0.12625,-0.3241666666666667,4.832425634632481,-1.2836130591992527,tracking,True,,False,False,-5.009956500087198,1.89375,-0.43,0.07809978298610076,True,-32.41666666666667,8.6,-23.81666666666667,1500,1542,1639,1514,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
840,332509166848961,16.800002510950435,commit_complete,228254,11697001278508,True,,1.406600200942886,1.4723213492767124,0.1609375,-0.35208333333333336,4.834294668560812,-1.2765559359168392,228254,0.013937156996689737,1.406600200942886,1.4723213492767124,0.1609375,-0.35208333333333336,0.1309375,-0.3220833333333334,4.834294668560812,-1.2765559359168392,tracking,True,,False,False,-5.005958980771119,1.9640625000000003,-0.43,0.09809128695633262,True,-32.208333333333336,8.6,-23.608333333333334,1500,1542,1639,1515,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
841,332509186847248,16.82000079797581,commit_complete,228255,11697034246126,True,,1.361726785455599,1.4252798304162935,0.165625,-0.34791666666666665,4.838006075548222,-1.262417210338364,228255,0.0004427339881658554,1.361726785455599,1.4252798304162935,0.165625,-0.34791666666666665,0.135625,-0.3179166666666666,4.838006075548222,-1.262417210338364,tracking,True,,False,False,-5.004232202568941,2.034375,-0.43,0.11808957398170605,True,-31.791666666666664,8.6,-23.191666666666663,1500,1542,1639,1515,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
842,332509206836801,16.83999035099987,commit_complete,228255,11697034246126,True,,1.361726785455599,1.4252798304162935,0.165625,-0.34791666666666665,4.838006075548222,-1.262417210338364,228255,0.02043228701222688,1.361726785455599,1.4252798304162935,0.165625,-0.34791666666666665,0.135625,-0.3179166666666666,4.838006075548222,-1.262417210338364,tracking,True,,False,False,-5.004232202568941,2.034375,-0.43,0.13807912700576708,True,-31.791666666666664,8.6,-23.191666666666663,1500,1542,1639,1515,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
843,332509226883506,16.860037055972498,commit_complete,228256,11697067543892,True,,1.3223366289295289,1.3840219967637446,0.1703125,-0.34375,4.841681707881093,-1.2482460653130942,228256,0.007064304023515433,1.3223366289295289,1.3840219967637446,0.1703125,-0.34375,0.1403125,-0.31375,4.841681707881093,-1.2482460653130942,tracking,True,,False,False,-5.003017431367152,2.1046875000000003,-0.48,0.008512379019521177,True,-31.374999999999996,9.6,-21.775,1500,1542,1641,1516,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
844,332509246855794,16.880009343964048,commit_complete,228256,11697067543892,True,,1.3223366289295289,1.3840219967637446,0.1703125,-0.34375,4.841681707881093,-1.2482460653130942,228256,0.027036592015065253,1.3223366289295289,1.3840219967637446,0.1703125,-0.34375,0.1403125,-0.31375,4.841681707881093,-1.2482460653130942,tracking,True,,False,False,-5.003017431367152,2.1046875000000003,-0.48,0.028484667011070997,True,-31.374999999999996,9.6,-21.775,1500,1542,1641,1516,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
845,332509266816174,16.899969723948743,commit_complete,228257,11697100570239,True,,1.2826114895257679,1.3423046023123681,0.1765625,-0.3375,4.847127486763288,-1.2269291450869573,228257,0.01351880095899105,1.2826114895257679,1.3423046023123681,0.1765625,-0.3375,0.1465625,-0.3075,4.847127486763288,-1.2269291450869573,tracking,True,,False,False,-5.002049170685918,2.1984375000000003,-0.48,0.04844504699576646,True,-30.75,9.6,-21.15,1500,1542,1641,1516,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
846,332509286858309,16.920011858979706,commit_complete,228258,11697133397973,True,,1.2403287111458319,1.2979917597255364,0.1828125,-0.33125,4.852491255866911,-1.2055407963794358,228258,0.00013226899318397045,1.2403287111458319,1.2979917597255364,0.1828125,-0.33125,0.1528125,-0.30125,4.852491255866911,-1.2055407963794358,tracking,True,,False,False,-5.0012703566351835,2.2921875,-0.48,0.06848718202672899,True,-30.125,9.6,-20.525,1500,1542,1642,1517,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
847,332509306839818,16.939993367996067,commit_complete,228258,11697133397973,True,,1.2403287111458319,1.2979917597255364,0.1828125,-0.33125,4.852491255866911,-1.2055407963794358,228258,0.020113778009545058,1.2403287111458319,1.2979917597255364,0.1828125,-0.33125,0.1528125,-0.30125,4.852491255866911,-1.2055407963794358,tracking,True,,False,False,-5.0012703566351835,2.2921875,-0.48,0.08846869104309008,True,-30.125,9.6,-20.525,1500,1542,1642,1517,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
848,332509326831447,16.959984996996354,commit_complete,228259,11697166277782,True,,1.2007885102787945,1.2557544142511756,0.1890625,-0.32083333333333336,4.861246187897627,-1.1697373639628665,228259,0.0066736090229824185,1.2007885102787945,1.2557544142511756,0.1890625,-0.32083333333333336,0.1590625,-0.2908333333333334,4.861246187897627,-1.1697373639628665,tracking,True,,False,False,-5.0007464254037615,2.3859375,-0.48,0.10846032004337758,True,-29.08333333333334,9.6,-19.48333333333334,1500,1542,1643,1518,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
849,332509346850889,16.980004438955802,commit_complete,228259,11697166277782,True,,1.2007885102787945,1.2557544142511756,0.1890625,-0.32083333333333336,4.861246187897627,-1.1697373639628665,228259,0.026693050982430577,1.2007885102787945,1.2557544142511756,0.1890625,-0.32083333333333336,0.1590625,-0.2908333333333334,4.861246187897627,-1.1697373639628665,tracking,True,,False,False,-5.0007464254037615,2.3859375,-0.48,0.12847976200282574,True,-29.08333333333334,9.6,-19.48333333333334,1500,1542,1643,1518,2000,2000,1000,1000,-10.0,5.0,15.0,20.0,100.0,20.0,100.0,0.03,0.25,3,1.0,1.0,60.0,1660,67.0
