sample_index,time_monotonic_ns,elapsed_s,end_reason,phase,tracker_id,frame_id,camera_timestamp_ns,camera_received_at_s,camera_age_s,new_camera_frame,locked,score,bbox_x,bbox_y,bbox_width,bbox_height,dx_norm,dy_norm,bbox_fill,scale_px,log_scale,scale_innovation,scale_reason,filtered_log_scale_rate_hz,inverse_ttc_measured_hz,measured_ttc_s,effective_ttc_s,ttc_prediction_age_s,roll_deg,pitch_deg,heading_deg,attitude_age_s,altitude_m,vertical_distance_m,target_ttc_s,inverse_ttc_target_hz,pitch_initial_deg,pitch_raw_deg,pitch_command_deg,roll_target_deg,roll_command_deg,horizontal_alignment_scale,vertical_nominal_m_s,vertical_alignment_m_s,vertical_target_m_s,vertical_setpoint_m_s,vario_m_s,vario_age_s,vertical_error_m_s,throttle_p_rc,throttle_i_rc,raw_vertical_accel_m_s2,filtered_vertical_accel_m_s2,throttle_d_rc,tilt_hover_rc,throttle_command_rc,yaw_rate_target_dps,yaw_rate_dps,alignment_count,commit_count,commit_block_reason,exit_requested,exit_reason,result_valid,result_reason,ch1_roll,ch2_pitch,ch3_throttle,ch4_yaw,ch5_arm,ch6_angle,ch7_aux3,ch8_aux4
542,425642747403129,10.839972235029563,target_lost_or_stale,tracking,0,706906,175072996883441,425642.744388113,0.003015016030985862,True,True,0.0,312,219,36,42,0.03125,0.0,0.0875,38.88444419044716,3.6636514148639456,-0.004703286914163218,,0.36187045806166573,0.36187045806166573,2.7634198308323685,2.7604048148013827,0.003015016030985862,0.1,1.5,29.0,0.029117003025021404,3.53,-3.3299999999999996,3.3299999999999996,0.30030030030030036,-10.0,-9.380345939669516,-9.138713433594429,0.6749999999999999,0.6749999999999999,1.0,-1.2063448020900516,0.0,-1.2063448020900516,-1.2413376206208622,-0.93,0.01897892402485013,-0.3113376206208621,-6.226752412417243,-9.422246448020148,-0.15469718949859015,-0.12325553694637882,1.2325553694637883,1668.4164434909735,1654,-0.33749999999999997,-0.33749999999999997,5,0,bbox fill,False,,True,,1506,1576,1654,1498,2000,2000,1000,1000
543,425642767426498,10.859995604027063,target_lost_or_stale,tracking,0,706906,175072996883441,425642.744388113,0.02303838502848521,False,True,0.0,312,219,36,42,0.03125,0.0,0.0875,,3.6636514148639456,,duplicate frame,0.36187045806166573,0.36187045806166573,2.7634198308323685,2.7403814458038833,0.02303838502848521,0.1,1.5,29.0,0.04914037202252075,3.53,-3.3299999999999996,3.3299999999999996,0.30030030030030036,-10.0,-9.353875975336049,-9.238830278581926,0.6749999999999999,0.6749999999999999,1.0,-1.2151593002130963,0.0,-1.2151593002130963,-1.2213142516233628,-0.93,0.03900229302234948,-0.2913142516233628,-5.826285032467256,-9.439745726283604,-0.15469718949859015,-0.12325553694637882,1.2325553694637883,1669.033475389287,1655,-0.33749999999999997,-0.33749999999999997,5,0,bbox fill,False,,True,,1506,1577,1655,1498,2000,2000,1000,1000
544,425642787384372,10.879953477997333,target_lost_or_stale,tracking,0,706907,175073030614029,425642.777894009,0.009490362950600684,True,True,0.0,311,219,38,42,0.03125,0.0,0.0875,39.949968710876355,3.6799242968812345,0.011851680190218872,,0.39016799751128534,0.39016799751128534,2.5629985195571447,2.553508156606544,0.009490362950600684,0.1,1.5,29.0,0.06909824599279091,3.53,-3.3299999999999996,3.3299999999999996,0.30030030030030036,-10.0,-9.086822052443837,-9.086822052443837,0.6749999999999999,0.6749999999999999,1.0,-1.3040882565362022,0.0,-1.3040882565362022,-1.241272125593633,-0.93,0.058960166992619634,-0.31127212559363293,-6.225442511872659,-9.458382715842772,-0.15469718949859015,-0.12325553694637882,1.2325553694637883,1668.4512698582516,1654,-0.33749999999999997,-0.33749999999999997,5,0,bbox fill,False,,True,,1506,1576,1654,1498,2000,2000,1000,1000
545,425642807450805,10.900019911001436,target_lost_or_stale,tracking,0,706907,175073030614029,425642.777894009,0.029556795954704285,False,True,0.0,311,219,38,42,0.03125,0.0,0.0875,,3.6799242968812345,,duplicate frame,0.39016799751128534,0.39016799751128534,2.5629985195571447,2.5334417236024405,0.029556795954704285,0.1,1.5,29.0,0.019534036982804537,3.53,-3.3299999999999996,3.3299999999999996,0.30030030030030036,-10.0,-9.05580346537936,-9.05580346537936,0.6749999999999999,0.6749999999999999,1.0,-1.3144174460286733,0.0,-1.3144174460286733,-1.2613385585977366,-0.93,0.07902659999672323,-0.33133855859773653,-6.626771171954731,-9.478329064806106,-0.15469718949859015,-0.12325553694637882,1.2325553694637883,1668.872544867297,1654,-0.33749999999999997,-0.33749999999999997,5,0,bbox fill,False,,True,,1506,1575,1654,1498,2000,2000,1000,1000
546,425642827476097,10.92004520300543,target_lost_or_stale,tracking,0,706908,175073063419028,425642.811280291,0.01619580597616732,True,True,0.0,311,218,38,43,0.03125,0.0020833333333333333,0.08958333333333333,40.422765862815474,3.6952054593818495,0.006442582043268974,,0.4056056722943359,0.4056056722943359,2.4654487555448434,2.449252949568676,0.01619580597616732,0.1,1.5,29.0,0.03955932898679748,3.53,-3.3299999999999996,3.3299999999999996,0.30030030030030036,-10.0,-8.911958476924905,-8.911958476924905,0.6749999999999999,0.6749999999999999,1.0,-1.3595982401843905,0.0,-1.3595982401843905,-1.2813638506017295,-0.93,0.09905189200071618,-0.3513638506017295,-7.02727701203459,-9.499437555929946,-0.15469718949859015,-0.12325553694637882,1.2325553694637883,1668.2941591985007,1653,-0.33749999999999997,-0.33749999999999997,5,0,bbox fill,False,,True,,1506,1574,1653,1498,2000,2000,1000,1000
547,425642847431140,10.940000246046111,target_lost_or_stale,tracking,0,706909,175073095569272,425642.844829377,0.0026017630007117987,True,True,0.0,311,217,38,44,0.03125,0.004166666666666667,0.09166666666666666,40.890096600521744,3.709539317218499,0.0020747378520380444,,0.4105530210263761,0.4105530210263761,2.4357389881092963,2.4331372251085845,0.0026017630007117987,0.1,1.5,29.0,0.05951437202747911,3.53,-3.3299999999999996,3.3299999999999996,0.30030030030030036,-10.0,-8.87686155542577,-8.87686155542577,0.6749999999999999,0.6749999999999999,1.0,-1.368603449750513,0.0,-1.368603449750513,-1.3013188936424112,-0.93,0.11900693504139781,-0.3713188936424111,-7.426377872848223,-9.521666609443304,-0.15469718949859015,-0.12325553694637882,1.2325553694637883,1667.7154891128278,1652,-0.33749999999999997,-0.33749999999999997,5,0,bbox fill,False,,True,,1506,1574,1652,1498,2000,2000,1000,1000
548,425642867444469,10.96001357503701,target_lost_or_stale,tracking,0,706909,175073095569272,425642.844829377,0.022615091991610825,False,True,0.0,311,217,38,44,0.03125,0.004166666666666667,0.09166666666666666,,3.709539317218499,,duplicate frame,0.4105530210263761,0.4105530210263761,2.4357389881092963,2.4131238961176855,0.022615091991610825,0.1,1.6,30.0,0.009261105034966022,3.41,-3.21,3.21,0.3115264797507788,-10.0,-8.954711846340066,-8.954711846340066,0.6749999999999999,0.6749999999999999,1.0,-1.3302259387362396,0.0,-1.3302259387362396,-1.3213322226333102,-0.95,0.01939901598962024,-0.3713322226333102,-7.4266444526662045,-9.54396139125275,-0.1671943766450641,-0.13204330488611588,1.3204330488611586,1668.6501727950579,1653,-0.33749999999999997,-0.33749999999999997,5,0,bbox fill,False,,True,,1506,1575,1653,1498,2000,2000,1000,1000
549,425642887442847,10.980011953040957,target_lost_or_stale,tracking,0,706910,175073129642593,425642.878205892,0.00923695502569899,True,True,0.0,311,215,39,45,0.0328125,0.010416666666666666,0.09375,41.892720131306824,3.7273966188584535,0.011869921679276363,,0.439003976292366,0.439003976292366,2.2778836958279034,2.2686467408022044,0.00923695502569899,0.1,1.6,30.0,0.02925948303891346,3.41,-3.21,3.21,0.3115264797507788,-10.0,-8.668732442188434,-8.668732442188434,0.76875,0.76875,1.0,-1.4149404322265389,0.0,-1.4149404322265389,-1.3413306006372576,-0.95,0.039397393993567675,-0.39133060063725766,-7.826612012745153,-9.567439323080917,-0.1671943766450641,-0.13204330488611588,1.3204330488611586,1668.0736182869648,1652,-0.384375,-0.384375,5,0,bbox fill,False,,True,,1506,1572,1652,1497,2000,2000,1000,1000
550,425642907482344,11.00005145004252,target_lost_or_stale,tracking,0,706910,175073129642593,425642.878205892,0.029276452027261257,False,True,0.0,311,215,39,45,0.0328125,0.010416666666666666,0.09375,,3.7273966188584535,,duplicate frame,0.439003976292366,0.439003976292366,2.2778836958279034,2.248607243800642,0.029276452027261257,0.1,1.6,30.0,0.049298980040475726,3.41,-3.21,3.21,0.3115264797507788,-10.0,-8.629858488972834,-8.629858488972834,0.76875,0.76875,1.0,-1.4275503242506646,0.0,-1.4275503242506646,-1.3613700976388199,-0.95,0.05943689099512994,-0.41137009763881993,-8.227401952776399,-9.592170272595414,-0.1671943766450641,-0.13204330488611588,1.3204330488611586,1667.4991391765107,1651,-0.384375,-0.384375,5,0,bbox fill,False,,True,,1506,1572,1651,1497,2000,2000,1000,1000
551,425642927441953,11.020011059008539,target_lost_or_stale,tracking,0,706911,175073161762051,425642.911678726,0.01576322695473209,True,True,0.0,311,214,39,45,0.0328125,0.014583333333333334,0.09375,41.892720131306824,3.739648585746942,-0.006979258149167666,,0.42232356461015186,0.42232356461015186,2.3678527172006207,2.3520894902458886,0.01576322695473209,0.1,1.6,30.0,0.06925858900649473,3.41,-3.21,3.21,0.3115264797507788,-10.0,-8.807379879779258,-8.72965653380293,0.76875,0.76875,1.0,-1.3647439918046762,0.0,-1.3647439918046762,-1.3647439918046762,-0.95,0.07939649996114895,-0.41474399180467625,-8.294879836093525,-9.617004656287696,-0.1671943766450641,-0.13204330488611588,1.3204330488611586,1667.59145144352,1651,-0.384375,-0.384375,5,0,bbox fill,False,,True,,1506,1573,1651,1497,2000,2000,1000,1000
552,425642947437873,11.040006979019381,target_lost_or_stale,tracking,0,706912,175073194587099,425642.945117674,0.002320198982488364,True,True,0.0,310,212,41,45,0.0328125,0.022916666666666665,0.09375,42.95346318982906,3.755991964329442,0.006346636781341619,,0.4375073838727718,0.4375073838727718,2.285675709397404,2.2833555104149155,0.002320198982488364,0.0,1.9,30.0,0.01940928999101743,3.41,-3.21,3.21,0.3115264797507788,-10.0,-8.650134460624724,-8.650134460624724,0.76875,0.76875,1.0,-1.4058257618484915,0.004374999999999997,-1.4014507618484915,-1.3847399118155186,-0.95,0.09939241997199133,-0.43473991181551863,-8.694798236310373,-9.643083729794247,-0.1671943766450641,-0.13204330488611588,1.3204330488611586,1668.0174489172434,1651,-0.384375,-0.384375,5,0,bbox fill,False,,True,,1506,1572,1651,1497,2000,2000,1000,1000
553,425642967436956,11.060006062034518,target_lost_or_stale,tracking,0,706912,175073194587099,425642.945117674,0.022319281997624785,False,True,0.0,310,212,41,45,0.0328125,0.022916666666666665,0.09375,,3.755991964329442,,duplicate frame,0.4375073838727718,0.4375073838727718,2.285675709397404,2.263356427399779,0.022319281997624785,0.0,1.9,30.0,0.03940837300615385,3.41,-3.21,3.21,0.3115264797507788,-10.0,-8.612323718394604,-8.612323718394604,0.76875,0.76875,1.0,-1.4182476790399987,0.004374999999999997,-1.4138726790399987,-1.404738994830655,-0.95,0.11939150298712775,-0.45473899483065505,-9.094779896613101,-9.670366818517762,-0.1671943766450641,-0.13204330488611588,1.3204330488611586,1667.4447136662698,1650,-0.384375,-0.384375,5,0,bbox fill,False,,True,,1506,1572,1650,1497,2000,2000,1000,1000
554,425642987442588,11.080011694051791,target_lost_or_stale,tracking,0,706913,175073228553418,425642.978529748,0.008912840043194592,True,True,0.0,310,210,41,46,0.0328125,0.029166666666666667,0.09583333333333334,43.42810150121693,3.770783851770513,0.0004967381941360927,,0.43869674600469283,0.43869674600469283,2.2794789546702106,2.270566114627016,0.008912840043194592,0.0,1.9,30.0,0.05941400502342731,3.28,-3.0799999999999996,3.0799999999999996,0.32467532467532473,-10.0,-8.730490442126923,-8.712351878480971,0.76875,0.76875,1.0,-1.3564898992187897,0.01375,-1.3427398992187898,-1.3847333628133816,-0.97,0.019551849050913006,-0.4147333628133816,-8.294667256267632,-9.695257827642955,-0.16688182468655455,-0.1390110088462036,1.3901100884620359,1667.5998149954485,1651,-0.384375,-0.384375,5,0,bbox fill,False,,True,,1506,1573,1651,1497,2000,2000,1000,1000
555,425643007462211,11.100031317037065,target_lost_or_stale,tracking,0,706913,175073228553418,425642.978529748,0.02893246302846819,False,True,0.0,310,210,41,46,0.0328125,0.029166666666666667,0.09583333333333334,,3.770783851770513,,duplicate frame,0.43869674600469283,0.43869674600469283,2.2794789546702106,2.2505464916417424,0.02893246302846819,0.1,2.1,31.0,0.019222108006943017,3.28,-3.0799999999999996,3.0799999999999996,0.32467532467532473,-10.0,-8.692455878972712,-8.692455878972712,0.76875,0.76875,1.0,-1.368556486808314,0.01375,-1.354806486808314,-1.364713739828108,-0.97,0.039571472036186606,-0.394713739828108,-7.89427479656216,-9.718963888418353,-0.16688182468655455,-0.1390110088462036,1.3901100884620359,1668.2231285965186,1652,-0.384375,-0.384375,5,0,bbox fill,False,,True,,1506,1572,1652,1497,2000,2000,1000,1000
556,425643027443138,11.120012244035024,target_lost_or_stale,tracking,0,706914,175073260542076,425643.011972125,0.015471013030037284,True,True,0.0,310,208,42,48,0.034375,0.03333333333333333,0.1,44.8998886412873,3.7920980540378397,0.018980400858138236,,0.4841011761029166,0.4841011761029166,2.06568388874851,2.0502128757184725,0.015471013030037284,0.1,2.1,31.0,0.03920303500490263,3.28,-3.0799999999999996,3.0799999999999996,0.32467532467532473,-10.0,-8.256903927133783,-8.256903927133783,0.8625000000000002,0.8625000000000002,1.0,-1.502283024595995,0.019999999999999997,-1.482283024595995,-1.3846946668260676,-0.97,0.05955239903414622,-0.4146946668260676,-8.293893336521352,-9.743821840011238,-0.16688182468655455,-0.1390110088462036,1.3901100884620359,1666.6476050880706,1650,-0.4312500000000001,-0.4312500000000001,5,0,bbox fill,False,,True,,1507,1569,1650,1497,2000,2000,1000,1000
557,425643047447278,11.140016384015325,target_lost_or_stale,tracking,0,706915,175073293705386,425643.045424355,0.002022922970354557,True,True,0.0,310,207,42,48,0.034375,0.0375,0.1,44.8998886412873,3.80694236677172,-0.003857003347831345,,0.47487726883402304,0.47487726883402304,2.105807259326863,2.1037843363565085,0.002022922970354557,0.1,2.1,31.0,0.05920717498520389,3.28,-3.0799999999999996,3.0799999999999996,0.32467532467532473,-10.0,-8.36241127361976,-8.356924627035289,0.8625000000000002,0.8625000000000002,1.0,-1.464028392441677,0.026249999999999996,-1.4377783924416772,-1.4046988068063688,-0.97,0.07955653901444748,-0.43469880680636885,-8.693976136127377,-9.769909167353111,-0.16688182468655455,-0.1390110088462036,1.3901100884620359,1667.0737752150185,1650,-0.4312500000000001,-0.4312500000000001,5,0,bbox fill,False,,True,,1507,1570,1650,1497,2000,2000,1000,1000
558,425643067432640,11.160001746029593,target_lost_or_stale,tracking,0,706915,175073293705386,425643.045424355,0.02200828498462215,False,True,0.0,310,207,42,48,0.034375,0.0375,0.1,,3.80694236677172,,duplicate frame,0.47487726883402304,0.47487726883402304,2.105807259326863,2.083798974342241,0.02200828498462215,0.1,2.2,31.0,0.018986761977430433,3.28,-3.0799999999999996,3.0799999999999996,0.32467532467532473,-10.0,-8.318532374757662,-8.318532374757662,0.8625000000000002,0.8625000000000002,1.0,-1.478069640077548,0.026249999999999996,-1.4518196400775478,-1.4246841688206364,-0.97,0.09954190102871507,-0.45468416882063645,-9.093683376412729,-9.797170250501221,-0.16688182468655455,-0.1390110088462036,1.3901100884620359,1667.5007435384518,1650,-0.4312500000000001,-0.4312500000000001,5,0,bbox fill,False,,True,,1507,1569,1650,1497,2000,2000,1000,1000
559,425643087425304,11.1799944100203,target_lost_or_stale,tracking,0,706916,175073327706402,425643.07886927,0.008556034008506685,True,True,0.0,309,207,44,49,0.034375,0.035416666666666666,0.10208333333333333,46.4327470649756,3.828137725925963,0.015180369366893487,,0.5111886049685663,0.5111886049685663,1.9562251393719767,1.94766910536347,0.008556034008506685,0.1,2.2,31.0,0.03897942596813664,3.28,-3.0799999999999996,3.0799999999999996,0.32467532467532473,-10.0,-8.002179663355964,-8.002179663355964,0.8625000000000002,0.8625000000000002,1.0,-1.5813774483141563,0.023125,-1.5582524483141562,-1.4446768328113426,-0.97,0.11953456501942128,-0.47467683281134265,-9.493536656226853,-9.82564041376893,-0.16688182468655455,-0.1390110088462036,1.3901100884620359,1666.9290669815337,1649,-0.4312500000000001,-0.4312500000000001,5,0,bbox fill,False,,True,,1507,1567,1649,1497,2000,2000,1000,1000
560,425643107590713,11.200159819039982,target_lost_or_stale,tracking,0,706916,175073327706402,425643.07886927,0.028721443028189242,False,True,0.0,309,207,44,49,0.034375,0.035416666666666666,0.10208333333333333,,3.828137725925963,,duplicate frame,0.5111886049685663,0.5111886049685663,1.9562251393719767,1.9275036963437875,0.028721443028189242,0.1,2.2,31.0,0.059144834987819195,3.16,-2.96,2.96,0.33783783783783783,-10.0,-8.07733035131969,-8.07733035131969,0.8625000000000002,0.8625000000000002,1.0,-1.535665018757016,0.023125,-1.512540018757016,-1.4648422418310252,-1.01,0.019670084002427757,-0.4548422418310252,-9.096844836620503,-9.853156653306787,-0.33325032612941424,-0.17785887230284572,1.7785887230284572,1667.1714127668988,1650,-0.4312500000000001,-0.4312500000000001,5,0,bbox fill,False,,True,,1507,1567,1650,1497,2000,2000,1000,1000
561,425643127465720,11.220034826023038,target_lost_or_stale,tracking,0,706917,175073374219816,425643.112372601,0.015093119000084698,True,True,0.0,309,207,44,50,0.034375,0.03333333333333333,0.10416666666666667,46.9041575982343,3.8462589724144043,0.0028420727058451334,,0.517974969476378,0.517974969476378,1.9305952197089795,1.9155021007088948,0.015093119000084698,0.1,2.0,32.0,0.017873806005809456,3.16,-2.96,2.96,0.33783783783783783,-10.0,-8.05255455963386,-8.05255455963386,0.8625000000000002,0.8625000000000002,1.0,-1.5452867417397007,0.019999999999999997,-1.5252867417397007,-1.4847172488140818,-1.01,0.03954509098548442,-0.47471724881408184,-9.494344976281637,-9.881461679212258,-0.33325032612941424,-0.17785887230284572,1.7785887230284572,1666.5972179324654,1649,-0.4312500000000001,-0.4312500000000001,5,0,bbox fill,False,,True,,1507,1567,1649,1497,2000,2000,1000,1000
562,425643147412520,11.239981626044028,target_lost_or_stale,tracking,0,706918,175073393103674,425643.145782324,0.0016301959985867143,True,True,0.0,309,208,45,50,0.0359375,0.029166666666666667,0.10416666666666667,47.43416490252569,3.862086803899906,-0.004221625077958091,,0.5078662353809372,0.5078662353809372,1.9690224124663969,1.9673922164678102,0.0016301959985867143,0.1,2.0,32.0,0.03782060602679849,3.16,-2.96,2.96,0.33783783783783783,-10.0,-8.19938882902103,-8.152288559738805,0.9562499999999998,0.9562499999999998,1.0,-1.5045296892117854,0.01375,-1.4907796892117855,-1.4907796892117855,-1.01,0.05949189100647345,-0.4807796892117855,-9.61559378423571,-9.91023172815684,-0.33325032612941424,-0.17785887230284572,1.7785887230284572,1666.747236789364,1649,-0.4781249999999999,-0.4781249999999999,5,0,bbox fill,False,,True,,1508,1568,1649,1497,2000,2000,1000,1000
563,425643167430024,11.259999130037613,target_lost_or_stale,tracking,0,706918,175073393103674,425643.145782324,0.02164769999217242,False,True,0.0,309,208,45,50,0.0359375,0.029166666666666667,0.10416666666666667,,3.862086803899906,,duplicate frame,0.5078662353809372,0.5078662353809372,1.9690224124663969,1.9473747124742244,0.02164769999217242,0.1,2.0,32.0,0.05783811002038419,3.16,-2.96,2.96,0.33783783783783783,-10.0,-8.148664754949925,-8.148664754949925,0.9562499999999998,0.9562499999999998,1.0,-1.5199950893062542,0.01375,-1.5062450893062542,-1.5062450893062542,-1.01,0.07950939500005916,-0.4962450893062542,-9.924901786125083,-9.940032492327795,-0.33325032612941424,-0.17785887230284572,1.7785887230284572,1667.0863455554245,1649,-0.4781249999999999,-0.4781249999999999,5,0,bbox fill,False,,True,,1508,1568,1649,1497,2000,2000,1000,1000
564,425643187459407,11.280028513050638,target_lost_or_stale,tracking,0,706919,175073426638416,425643.179205988,0.008253419015090913,True,True,0.0,309,209,45,51,0.0359375,0.022916666666666665,0.10625,47.90615826801394,3.875625431733642,-0.009817493055875648,,0.48436793056604516,0.48436793056604516,2.064546261003229,2.056292841988138,0.008253419015090913,0.1,1.7,32.0,0.01760502002434805,3.16,-2.96,2.96,0.33783783783783783,-10.0,-8.434699825402086,-8.24881167001505,0.9562499999999998,0.9562499999999998,1.0,-1.4394836861553766,0.004374999999999997,-1.4351086861553766,-1.4862157062932293,-1.01,0.09953877801308408,-0.4762157062932293,-9.524314125864585,-9.96864741266229,-0.33325032612941424,-0.17785887230284572,1.7785887230284572,1666.7143728154983,1649,-0.4781249999999999,-0.4781249999999999,5,0,bbox fill,False,,True,,1508,1569,1649,1497,2000,2000,1000,1000
565,425643207459820,11.300028926052619,target_lost_or_stale,tracking,0,706919,175073426638416,425643.179205988,0.028253832017071545,False,True,0.0,309,209,45,51,0.0359375,0.022916666666666665,0.10625,,3.875625431733642,,duplicate frame,0.48436793056604516,0.48436793056604516,2.064546261003229,2.0362924289861573,0.028253832017071545,0.1,1.7,32.0,0.03760543302632868,3.16,-2.96,2.96,0.33783783783783783,-10.0,-8.388029002455726,-8.348813735024953,0.9562499999999998,0.9562499999999998,1.0,-1.4536222587016858,0.004374999999999997,-1.4492472587016858,-1.4662152932912487,-1.01,0.11953919101506472,-0.45621529329124866,-9.124305865824972,-9.996020895513224,-0.33325032612941424,-0.17785887230284572,1.7785887230284572,1667.3417380383098,1650,-0.4781249999999999,-0.4781249999999999,5,0,bbox fill,False,,True,,1508,1570,1650,1497,2000,2000,1000,1000
566,425643227433331,11.320002437045332,target_lost_or_stale,tracking,0,706920,175073459031059,425643.212655274,0.014778056996874511,True,True,0.0,309,210,46,53,0.0375,0.014583333333333334,0.11041666666666666,49.37610758251404,3.8945010048233204,0.0076394618419812765,,0.5026390813201335,0.5026390813201335,1.9894991001766031,1.9747210431797286,0.014778056996874511,0.1,1.7,32.0,0.057578944019041955,3.02,-2.82,2.82,0.3546099290780142,-10.0,-8.431312369893812,-8.431312369893812,1.0499999999999998,1.0499999999999998,1.0,-1.4280498046747854,0.0,-1.4280498046747854,-1.4462417822985354,-1.04,0.019456879002973437,-0.40624178229853536,-8.124835645970707,-10.020363119626541,-0.24988375614899952,-0.19226384907207647,1.9226384907207648,1667.2225602748765,1651,-0.5249999999999999,-0.5249999999999999,5,0,bbox fill,False,,True,,1509,1570,1651,1496,2000,2000,1000,1000
567,425643247433483,11.340002589044161,target_lost_or_stale,tracking,0,706921,175073492149956,425643.246088582,0.001344901043921709,True,True,0.0,308,212,48,53,0.0375,0.00625,0.11041666666666666,50.438080851673966,3.9146100915920052,0.009440570212309485,,0.5252286981798826,0.5252286981798826,1.9039325220906258,1.902587621046704,0.001344901043921709,0.1,1.3,32.0,0.009015495015773922,3.02,-2.82,2.82,0.3546099290780142,-10.0,-8.269536450289273,-8.269536450289273,1.0499999999999998,1.0499999999999998,1.0,-1.4821919205216858,0.0,-1.4821919205216858,-1.4662419342973645,-1.04,0.039457031001802534,-0.42624193429736446,-8.524838685947289,-10.045937830049208,-0.24988375614899952,-0.19226384907207647,1.9226384907207648,1666.6481380252758,1650,-0.5249999999999999,-0.5249999999999999,5,0,bbox fill,False,,True,,1509,1569,1650,1496,2000,2000,1000,1000
568,425643267427067,11.359996173006948,target_lost_or_stale,tracking,0,706921,175073492149956,425643.246088582,0.021338485006708652,False,True,0.0,308,212,48,53,0.0375,0.00625,0.11041666666666666,,3.9146100915920052,,duplicate frame,0.5252286981798826,0.5252286981798826,1.9039325220906258,1.8825940370839171,0.021338485006708652,0.1,1.3,32.0,0.029009078978560865,3.02,-2.82,2.82,0.3546099290780142,-10.0,-8.214065392579318,-8.214065392579318,1.0499999999999998,1.0499999999999998,1.0,-1.4979331414265484,0.0,-1.4979331414265484,-1.4862355182601514,-1.04,0.05945061496458948,-0.4462355182601514,-8.924710365203028,-10.072703371953745,-0.24988375614899952,-0.19226384907207647,1.9226384907207648,1667.074775246436,1650,-0.5249999999999999,-0.5249999999999999,5,0,bbox fill,False,,True,,1509,1568,1650,1496,2000,2000,1000,1000
569,425643287426159,11.379995265044272,target_lost_or_stale,tracking,0,706922,175073525480224,425643.279548785,0.007877374009694904,True,True,0.0,308,213,48,55,0.0375,-0.0020833333333333333,0.11458333333333333,51.38093031466052,3.9346633121317307,0.007082747597615846,,0.5421628395306625,0.5421628395306625,1.8444642957560062,1.8365869217463113,0.007877374009694904,0.1,1.3,32.0,0.04900817101588473,3.02,-2.82,2.82,0.3546099290780142,-10.0,-8.094755917002788,-8.094755917002788,1.0499999999999998,1.0499999999999998,1.0,-1.5354568665438466,0.0,-1.5354568665438466,-1.5062346102974753,-1.04,0.07944970700191334,-0.46623461029747526,-9.324692205949505,-10.10067617860072,-0.24988375614899952,-0.19226384907207647,1.9226384907207648,1666.5027298938294,1649,-0.5249999999999999,-0.5249999999999999,5,0,bbox fill,False,,True,,1509,1567,1649,1496,2000,2000,1000,1000
570,425643307469133,11.400038239022251,target_lost_or_stale,tracking,0,706922,175073525480224,425643.279548785,0.027920347987674177,False,True,0.0,308,213,48,55,0.0375,-0.0020833333333333333,0.11458333333333333,,3.9346633121317307,,duplicate frame,0.5421628395306625,0.5421628395306625,1.8444642957560062,1.816543947768332,0.027920347987674177,0.1,1.3,32.0,0.069051144993864,3.02,-2.82,2.82,0.3546099290780142,-10.0,-8.034804556660399,-8.034804556660399,1.0499999999999998,1.0499999999999998,1.0,-1.5523984451157582,0.0,-1.5523984451157582,-1.5262775842754546,-1.04,0.09949268097989261,-0.48627758427545453,-9.72555168550909,-10.129915525503842,-0.24988375614899952,-0.19226384907207647,1.9226384907207648,1666.9328287202923,1649,-0.5249999999999999,-0.5249999999999999,5,0,bbox fill,False,,True,,1509,1567,1649,1496,2000,2000,1000,1000
571,425643327443558,11.420012664049864,target_lost_or_stale,tracking,0,706923,175073557411249,425643.313051268,0.014392290031537414,True,True,0.0,308,214,49,56,0.0390625,-0.008333333333333333,0.11666666666666667,52.38320341483518,3.954842721782404,0.0057588809853599265,,0.5559143718887944,0.5559143718887944,1.7988381854607651,1.7844458954292277,0.014392290031537414,0.1,1.0,33.0,0.009459574008360505,3.02,-2.82,2.82,0.3546099290780142,-10.0,-7.917601134907437,-7.917601134907437,1.14375,1.14375,1.0,-1.5803225007960702,0.0,-1.5803225007960702,-1.5462520093030672,-1.04,0.11946710600750521,-0.5062520093030671,-10.125040186061343,-10.160251803918548,-0.24988375614899952,-0.19226384907207647,1.9226384907207648,1666.362653499259,1648,-0.571875,-0.571875,5,0,bbox fill,False,,True,,1510,1566,1648,1496,2000,2000,1000,1000
572,425643347449450,11.440018556022551,target_lost_or_stale,tracking,0,706924,175073590433693,425643.346458241,0.0009912090026773512,True,True,0.0,308,214,50,57,0.040625,-0.010416666666666666,0.11875,53.38539126015655,3.974857187647894,0.004122998436082881,,0.565787755953593,0.565787755953593,1.767447226415451,1.7664560174127737,0.0009912090026773512,0.1,1.0,33.0,0.0294654659810476,2.88,-2.6799999999999997,2.6799999999999997,0.373134328358209,-10.0,-8.038308729940775,-8.017630594770871,1.2375,1.2375,1.0,-1.5171620315377232,0.0,-1.5171620315377232,-1.52624611733038,-1.09,0.00924759596819058,-0.43624611733038,-8.724922346607599,-10.186434282008996,-0.38394966901612626,-0.23060101306088643,2.3060101306088643,1666.6053464980077,1650,-0.61875,-0.61875,5,0,bbox fill,False,,True,,1510,1567,1650,1496,2000,2000,1000,1000
